time,SP2206,HS2601,FF1107,HL1301,GC2408,LB0303,SE1208,LA1404,KA1406,WM0403,JP1906,SJ1006,ST0412,RJ1612,SL2009,AA0509,IV2507,PS2810,VK3004,SF2004,EF0410,FJ1809,AL1606,FY2803,BC0611,MJP1611,ZM311,BE1110,WB2110,HA2610,WV0510,KL1507,SC2404,HJ1011,KT1809,SJ0507,PE1605
50,2.5141014548821676,2.5270242292721927,2.3552158783112342,2.824236780058404,2.7622212947809803,2.9358146721097964,3.6023210846041267,3.809844234241142,3.6610975678879787,2.798110821483861,3.3971989429435854,4.131434920172094,3.077130786479323,3.7372193213865432,3.324400877167727,2.4233243040723442,3.458193678382451,3.9804116301969326,2.9667952450013613,3.944590291200271,3.5361898000214738,2.2231930812191734,3.386007821545838,3.734060220067483,2.508087960478797,3.472768695873406,3.8322214633693177,2.676421384455734,3.5986346354023704,3.7674455887553684,2.796943369234702,3.707165689637914,3.7492291401766122,2.577485614066077,3.0325516597324764,2.6859147766023694,2.8448648890789014
55,2.605747487130536,2.5671822100534776,2.4189095259770697,2.8915197440899676,2.868041714442583,3.021259353205523,3.706283626047644,3.8709286890067114,3.792793588069044,2.8216859015164872,3.506790427353325,4.267842681299983,3.140649448327998,3.832807216357357,3.36643418053005,2.469921693017116,3.485879767638902,4.056239275991635,3.0214576413008927,3.976870904949367,3.561587779485303,2.2555985796510307,3.4646063319317943,3.782120925117393,2.5502221095492863,3.5789204131955614,3.8828846094659126,2.7238814547051784,3.6304097972790776,3.8460324534201864,2.842558543531528,3.827442822981458,3.9018873043605566,2.6094746878779236,3.082823304987845,2.7312159438871166,2.9784940074247515
60,2.659433117599668,2.668437657792195,2.466341890701651,2.9440130025666535,2.922786246656303,3.090624285307968,3.8055462427693647,3.908763810014453,3.8572678842502244,2.8435684808598993,3.5812440981220703,4.420097274815427,3.2121062325659704,3.906888766989561,3.375721274858108,2.512371848791716,3.5525482684078296,4.127069873642428,3.052686157029286,3.9882872979848183,3.6137852053246378,2.277906483396042,3.5347207350189027,3.8243448694624598,2.581462281451726,3.6093902695113678,3.9319435984226856,2.748907771724121,3.7048330331953614,3.8884933841844167,2.8467249134460797,3.9359769605025616,3.983677613859318,2.6568228338261446,3.1291287441977875,2.765608776972401,3.1033885067630282
65,2.6843229399159405,2.7790504401476954,2.486315848376104,2.9945129545992084,2.925916044819915,3.1336449779737436,3.9107890664454223,3.943884445389648,3.8861392118307028,2.875776317005457,3.6164328431889268,4.52873034313835,3.2721649205798276,3.930310876856482,3.399242019224541,2.5406031816026715,3.657764579061314,4.185624568585126,3.0578407373852112,4.0046231940891,3.6644556259093988,2.3127842816331263,3.5958398840350783,3.915833428347968,2.5942284826635977,3.5967230737137705,4.0030187438596645,2.768531855829441,3.810149284577475,3.9209033426793036,2.835221942380435,4.0019351578950815,4.035445344901257,2.720672621461937,3.1791072184987006,2.7926739697679297,3.1809640339567427
70,2.7079398297604502,2.843259281360427,2.4989360415201434,3.034096840717734,2.927257679752849,3.1597596051915593,3.998658668375014,3.9910087460203765,3.9213386102327816,2.911929981682905,3.624580953007095,4.579165857030832,3.2948315464526607,3.907702691727185,3.458841061414904,2.5621850379638467,3.7416062164948727,4.207026839639645,3.056149020033853,4.02676550662779,3.6714503031007255,2.3509339341313864,3.6442264028610896,4.030512729388116,2.598989838157621,3.6192233364735893,4.088916063709154,2.8053173572694723,3.932475243428221,3.9711391846855637,2.839157862380738,4.0197003091623875,4.082454670653977,2.7704597549622645,3.216656453305918,2.8105901532309234,3.198114788426218
75,2.7346890183444694,2.8573127879753573,2.535039987828689,3.0470053226115654,2.965401293128512,3.1923731240072923,4.058101892501228,4.042056841169185,3.9849611437527646,2.94660130364274,3.629248063449924,4.611244720064659,3.3025441987261406,3.878711750162274,3.538631460560264,2.5855169110545115,3.773360825679676,4.195611152112772,3.088727909005793,4.043090935408363,3.672539107186925,2.379307293294437,3.690545680975166,4.071873674997208,2.609942433307529,3.7036273551542265,4.157498645098767,2.8615614742371838,4.045632701779543,4.037135046683928,2.863698235750382,4.019497131458429,4.131401662080636,2.7871043572784977,3.23215723689355,2.8244122320183056,3.203753004730452
80,2.7472280413976584,2.855392731165559,2.5898701871254852,3.0392380146041913,3.0326830896575174,3.2364416435163816,4.102880565382523,4.075951529844009,4.053157299041074,2.977123622713555,3.6507207418406225,4.6671269648840115,3.3471478874576346,3.8847266964240332,3.6192644491219577,2.613345696889726,3.7807932153150734,4.198084764225336,3.1678803921435517,4.043261443823432,3.7474949910830504,2.393825579133962,3.7515619376521108,4.0099914346636165,2.6284821948119506,3.8018413884514075,4.19245281423092,2.925673481652678,4.122000194849668,4.087910537808457,2.8902425173528017,4.046854201526706,4.178633250711917,2.796192189072826,3.246309675793234,2.8423114504083546,3.2548344694043223
85,2.742348361842828,2.861122747531647,2.627685285800537,3.0337259990521077,3.095651365809847,3.2731097569731693,4.143779482878311,4.08987744954037,4.0928900000232336,2.997056300751976,3.6926312529521534,4.740957265412091,3.4292381661900273,3.934133011298727,3.6764110971911204,2.6484426702768897,3.8014218236497994,4.24768057473552,3.2527355290235107,4.013327179401148,3.9069178226363586,2.3908086928694647,3.820045070246466,3.9572643713231628,2.6518427461778193,3.863167022724609,4.210463227158066,2.9902227534788666,4.165629242794714,4.09764260989995,2.901005794226374,4.116092845400468,4.2157479362767285,2.8327920799603543,3.2840315901131287,2.871289292477586,3.3407015788073227
90,2.7397508648505253,2.876306967256636,2.6296926375297107,3.0455313842634415,3.124872476944283,3.291300505083412,4.1721784767920775,4.108021260228242,4.114970148144737,3.005780705055755,3.7448885467071897,4.789566987904686,3.4845192098638225,4.007421080431116,3.6720521417799095,2.6890588465007994,3.8506382323204984,4.316502633398997,3.289734621630695,3.954151694522214,4.072446700465711,2.378565073320972,3.861587563641169,4.02933707594358,2.687243360098108,3.8882082294919793,4.2348152338786385,3.0488642724287747,4.205999227657821,4.073952339825662,2.8971616791429433,4.191342525965612,4.239281091505564,2.8873644733044106,3.3355879699263866,2.9143827930678126,3.406706459502476
95,2.753781078221628,2.8933465890291057,2.609793581179227,3.073922576409507,3.1092828876173333,3.3032653720794394,4.18036785949569,4.1488588097262316,4.160405713296753,3.0132457507453645,3.7969499075653284,4.782265678230934,3.4755150893657256,4.082117788295547,3.595501423607365,2.718629950392533,3.917067033881419,4.347998984057039,3.2679168332827975,3.9033834325742234,4.172058322371335,2.3827580932675922,3.861715241692389,4.1852010830467865,2.7370113966869987,3.9073897370151496,4.267236219698568,3.0893183085570493,4.246159817908486,4.053895471164536,2.900694863471966,4.227892968331678,4.258106902729595,2.9177486012071006,3.364181600655472,2.961908875959428,3.437127799100173
100,2.773248038342949,2.898865434475413,2.5907541831552465,3.106964978491071,3.07329433238494,3.321428538332867,4.179935259890147,4.198441066481712,4.241362700343304,3.0249019553990095,3.844216341694584,4.730027575135032,3.449798064377704,4.14309012959346,3.496313625285814,2.721257157489038,3.95815113484949,4.332709601542718,3.2292229350360335,3.9040163080028325,4.2004931170018605,2.415098179917911,3.859173469515566,4.289766918253766,2.7767129451599653,3.9368649553129695,4.29537304934683,3.1052276401622354,4.252912947275683,4.064716602180556,2.9326193855395477,4.229427957798432,4.282512493742326,2.912853028165617,3.349642331810918,2.992921970068315,3.4600947505495836
105,2.7796901889945596,2.887195550871481,2.592533264187949,3.12888661221169,3.0677950846222135,3.336569746870749,4.187668106168891,4.228837759410818,4.316054708976445,3.0329876685188886,3.8848720376770123,4.679021578718564,3.472522378830317,4.178577844300019,3.441214968794527,2.7103436270303076,3.9378424103141523,4.322422130522654,3.226137470342417,3.9545501401261114,4.176940758868653,2.452879901320557,3.896770325266605,4.28367915666321,2.780202653821736,3.969397428295712,4.316690035174702,3.1072188130239486,4.219203720856629,4.089952609520652,2.9809896558540796,4.250849297800232,4.310287408579052,2.9060466003842036,3.3153617204835353,2.9968503346425446,3.4914137895726807
110,2.774575116558586,2.8757913330339955,2.627209324699169,3.1340406629501953,3.1093946752191743,3.331715953841625,4.206969930930169,4.23027946861383,4.329553632807653,3.029467566295197,3.915350408955245,4.676768986268574,3.5364586840184966,4.174681221890785,3.4488172912976562,2.716073302912808,3.888271734191466,4.359205497505853,3.2695270900155866,4.013845827498226,4.119442156249112,2.467733668387256,3.9585781102094537,4.223754485218873,2.7639706934876442,3.9939313635798626,4.340843217349439,3.1118953260853814,4.18722546838177,4.096058950419198,3.003701288557996,4.3315908818479745,4.33259301187767,2.919157422788733,3.311457373111459,2.9850666464805404,3.5224383666822363
115,2.7731189460630854,2.8854808188863474,2.677781935421017,3.133981059645653,3.154206501139081,3.30955969569773,4.234280246863418,4.2154753480142135,4.2785523530893785,3.0226369714828283,3.9303219391102773,4.727908549927714,3.5750937334314843,4.123150364720981,3.489427776952233,2.7433271813764515,3.884326339206673,4.420616050846229,3.321325561527896,4.055028849559301,4.068299823150878,2.4618638000582176,3.996105816828688,4.1891814046087505,2.7725099018353596,4.008311346475771,4.372761659056997,3.1219015553819083,4.18656174052551,4.086386267067253,2.97873794365366,4.4343509691194525,4.347745389567677,2.937509836275169,3.366937444518872,2.973947988809124,3.5475548612136785
120,2.781500273773942,2.9095683318370122,2.7062095363676506,3.14239703198565,3.1629379321048425,3.290714762095482,4.271219984536695,4.20549956898174,4.223114118004191,3.032997727910311,3.9287942442558053,4.7869438451880875,3.548624353374647,4.0450107000779125,3.530738541153219,2.7704579820483373,3.95150965702139,4.456243893399173,3.340058386312425,4.104519576862211,4.057999891963747,2.460546468616052,3.9947152291077574,4.200283879796854,2.8201675021806145,4.018949428980898,4.40724417307816,3.1238163103651964,4.210061397463363,4.095607882310718,2.942826148477342,4.482913383636397,4.362982682718121,2.947502576984015,3.4516080379295078,2.970280412872354,3.571430551418999
125,2.79519638630327,2.9223862500335764,2.702772451075351,3.1568695476147077,3.1566637310681953,3.2882183875367788,4.314363455018234,4.218517369370256,4.225194502585117,3.065663598163778,3.919305639391856,4.80481474767128,3.487635306952874,3.993797947174704,3.5589108176473,2.7874200085032,4.056904029932199,4.450516583437531,3.3267915473870846,4.207007819024319,4.069164964103652,2.4757049700570035,3.9799884252593936,4.226784007200863,2.874866197116022,4.0382550674493825,4.441876206974243,3.109213236705766,4.264058240781768,4.1359395549793305,2.9599720923541297,4.462607519752605,4.386413635026842,2.958694856991266,3.5002345039284735,2.9752870112989,3.590952707079496
130,2.8107181886854966,2.913147488894542,2.697298163654473,3.1658253274604466,3.180574914493091,3.2988722800145314,4.339334783279615,4.256696159511467,4.285039603693641,3.095491356702416,3.9133938587090507,4.774740816297656,3.4525430978146994,4.009287193494309,3.5697083306535706,2.805781387475681,4.171925720391276,4.424008739508119,3.3224791339066964,4.3354419920410185,4.060654531222384,2.4938986471819606,3.9778682606832545,4.238127379250772,2.9001512820447766,4.072456870996708,4.479127510578454,3.091107664506285,4.369151850099327,4.183394367111634,3.045344314582085,4.436271994320192,4.417677621311593,2.981519811788962,3.490464072746981,2.9860464454481717,3.591289927921202
135,2.826158486048008,2.8972932691421747,2.711145493681615,3.166574689750951,3.2440594248795955,3.3171312050409436,4.320800581282444,4.2973399499754175,4.347095502290471,3.0977066631321724,3.914426073127675,4.731412356410278,3.470086068370759,4.073161845329667,3.5610704607276022,2.831276219844324,4.272180217663385,4.401577083992409,3.363304191797368,4.383696594977367,4.032957249611126,2.5012583653647145,3.993831266436519,4.228620160516605,2.8919373374634403,4.105050354626334,4.510810993681873,3.0891364755938473,4.496162116389618,4.217454500330644,3.1377167918205027,4.453936367867527,4.4446498518974495,3.007417385900801,3.4683549033236303,2.9938545798377647,3.5785922240757784
140,2.8351500726877146,2.8972552069572846,2.731197924513961,3.1626643177824807,3.3151973521063502,3.3415463196243387,4.276624098421368,4.309939097360613,4.365163256852991,3.0859051458502993,3.9184143949993686,4.719820285945366,3.516784354557121,4.135294215304441,3.536655146117719,2.8501942207524253,4.3105948610064,4.403462379790578,3.438988958767515,4.302030395893589,4.02853308491936,2.503190717950294,4.021666900564793,4.213591159594575,2.868454867418964,4.11138013137212,4.521704111286304,3.1080100265607435,4.564116345369015,4.243182795890972,3.171301244199651,4.499104917956219,4.45464750140403,3.0192873258512716,3.476779967981861,2.993055701917393,3.596269369581221
145,2.834659680674978,2.9186616559757215,2.7385087219674222,3.152529865338716,3.3530603743433445,3.3677616715348897,4.262461098301468,4.288759474464604,4.3496214046084125,3.0957991604414894,3.9229292359051757,4.7610512868850225,3.55160437602561,4.17140260028468,3.517393318666117,2.8492395519653297,4.266494978845011,4.438999630398326,3.4989999016991273,4.1837380531645385,4.0711391077580465,2.5126434614610202,4.055691286445607,4.215982242373266,2.8435245412427608,4.097749419055046,4.5137744005615446,3.1446289601840833,4.520081744214271,4.269922545997924,3.156771184722667,4.530180298843049,4.4500448461354924,3.012594559336493,3.5008893945319683,2.987889062546771,3.6650979696866006
150,2.8369400557714055,2.9470491812949278,2.7361862132868624,3.1359936557893917,3.3410918078693217,3.3881170233961693,4.304466954171131,4.266069113152614,4.3413251352278435,3.1355990943294425,3.9302289787911358,4.833290640429926,3.5573007644530423,4.189970545639267,3.5435876394662875,2.8369181573217745,4.1904372381997135,4.487563263683932,3.507325549777811,4.151177287790186,4.116750546307143,2.5303892958021033,4.092011694961842,4.2425575729370735,2.8237815284399064,4.099843365785913,4.50671866721413,3.197195453609959,4.391831099496343,4.296916831161783,3.150123730620885,4.530355908514055,4.446142706460991,2.9982412946252732,3.5064852639179156,2.9846076147207787,3.7295706711210923
155,2.856597992068683,2.9660211984616573,2.7411906246536466,3.1254358310898276,3.301119754142312,3.397083657711204,4.367128936970731,4.286347822410136,4.354448670977225,3.1756597487728775,3.941379175549398,4.892658819051284,3.557391370741904,4.203290121126325,3.642824555134821,2.83379177644213,4.14996253858687,4.507183313885544,3.4812535909436257,4.209332089189921,4.09680821223177,2.5450867660274423,4.1261412328328415,4.268418989582061,2.8173311910883743,4.131626482439699,4.5167250960698855,3.2519127611150496,4.262259685562533,4.324803144052423,3.165955363631487,4.513763441729946,4.455146103561752,2.9875607189202418,3.493966939018542,2.9823166303009394,3.7262704681454855
160,2.889620211696928,2.9701882865985594,2.758934722900102,3.1371202442695436,3.2746506988958095,3.3918449235030272,4.40673624800571,4.357049333494566,4.36636930484311,3.1871475901912705,3.9482217257131533,4.9177607480300285,3.5909520442883265,4.2154444279547,3.7886211876886446,2.8439347025408743,4.161986234417487,4.480912364093716,3.4637016364751325,4.266386757881675,4.021590167819082,2.548961580534341,4.1555665097557,4.269679339856395,2.824953648314163,4.165297894428023,4.55011926044657,3.284817007488738,4.207955485353834,4.357260079682252,3.176084876510093,4.5074275468188985,4.475892274320957,2.981504587435411,3.4899426939537297,2.9781629908164136,3.6776934635449883
165,2.9190332071138267,2.963051856306845,2.7718080234212867,3.1695972087951496,3.2893237087619713,3.376149145693155,4.42522983969844,4.430529370691558,4.357319492150069,3.1733610981742015,3.9366554189421965,4.9231077218508155,3.6644873415784396,4.225808003119537,3.907551298284904,2.850373573447181,4.200731730329316,4.444434799471851,3.4723207102438916,4.2546301917679035,3.9908405926127855,2.5455896741248893,4.177584815214424,4.268853725209509,2.8297672223180563,4.175720180617248,4.60286082699586,3.2897767993442604,4.252445828099695,4.3876661148067475,3.1708757074924105,4.525378532545813,4.494733633261537,2.9754468675530883,3.50295173469524,2.97561629545437,3.649661342017227
170,2.932778378158457,2.9559759841680293,2.7602810441057186,3.1975159488637606,3.3365391644025975,3.3647274965423026,4.448424606296488,4.448413809988592,4.33981921371258,3.158596475391745,3.9007088187522543,4.932007109160476,3.742473811672348,4.237502036859298,3.932314642203642,2.8395724625376393,4.231828359347093,4.452568096631701,3.4910195822058947,4.19003781903449,4.068730590843471,2.541964715212093,4.181788922053667,4.3058720688836605,2.815785471402931,4.175655742783454,4.651129241255275,3.28914096426464,4.359058665597636,4.399449042703261,3.1688197182758566,4.553826568367444,4.500059000523666,2.9705966340876806,3.513498544832025,2.9774243612579294,3.649968553674875
175,2.9298485247043256,2.9618018585554715,2.7330279414062204,3.1947404129948813,3.3721093405898945,3.3706448148536383,4.479907440832457,4.402671678029876,4.338012724295896,3.1584665679835346,3.8494604191093766,4.950470008430317,3.7899443024405595,4.262771053170672,3.851697915209917,2.816687741906402,4.228101503283289,4.5203746323863685,3.495669664340542,4.133135503154243,4.1881319040847895,2.5406710401979686,4.162205497001839,4.368864435829549,2.796812515325616,4.188560348358809,4.664249345323823,3.3096753365971514,4.45941117901729,4.383765419233934,3.1796833522107453,4.570013681778729,4.499938128421385,2.974881007936322,3.5078742979320956,2.977586342023819,3.6379673901529648
180,2.918679058649862,2.978055103150582,2.7189799972011413,3.1636048299151898,3.3536573876943403,3.3901167212381567,4.503950429398208,4.350128504072461,4.347624891568685,3.171027408678501,3.8014031320004196,4.9685132205145806,3.799521136233698,4.305950598644714,3.7242734424452615,2.7985075834937567,4.192681045364257,4.606797177099772,3.4722062041905177,4.12056763879096,4.2260814059935425,2.539916913496967,4.138496275075869,4.401332558656025,2.8071777515256304,4.207761703158638,4.642626617043705,3.351623863227371,4.4909835907513695,4.353346015864732,3.195709982629115,4.5734763396505915,4.511942671964493,2.990924688056509,3.496865588613879,2.9715515250891356,3.6091524107283854
185,2.9113532581487847,2.988770678137343,2.731618026293136,3.131928041572991,3.2919094102129844,3.4123041452528895,4.513398832987137,4.358066803382611,4.345789533079512,3.1884190945344857,3.7735923792543526,4.974924640348951,3.776721963775528,4.346162771530831,3.632692927576493,2.8011327957640697,4.166734588308563,4.659589299024109,3.424671813165178,4.143358431171694,4.153171373954052,2.535711418458466,4.142412581336968,4.374632119955204,2.853858540390834,4.202707035706709,4.622575723718541,3.385866619713294,4.432557290777287,4.334963634784352,3.211160258638252,4.582406013021073,4.5360463776778195,3.009516229223468,3.496772962756439,2.9654263133148078,3.608901640659567
190,2.9149756665220696,2.986570986047249,2.7579301763135966,3.1197319526748184,3.2476946776176234,3.433390115353986,4.513630370930073,4.425170042941971,4.342992723955778,3.2033375180303048,3.7728791492011498,4.964939052349894,3.7370928040240123,4.358397369766073,3.609725007185563,2.8285347532878076,4.183354568209557,4.672019618877316,3.383380166556608,4.176335900166439,4.057883314429364,2.527292821538186,4.186209751158167,4.3202930204125085,2.8970758679281174,4.158586509614935,4.62808872872543,3.384659551820595,4.333355924683056,4.344875705284335,3.224912062755616,4.6013421704312965,4.558270349156034,3.0192150906841215,3.5110620392714367,2.9671715164905534,3.666072440784702
195,2.930135012586774,2.979287008774977,2.779192482470531,3.1220439355057836,3.2655884319261483,3.4464413245139367,4.513197475510993,4.482835739282951,4.379339104788614,3.21017816694495,3.7963485235542898,4.945772587719228,3.7229907321251527,4.348650515963658,3.6224621046068033,2.8673197457354975,4.228280711214752,4.682605829022793,3.3908415976531328,4.202811849862057,4.033639299735422,2.521913181882114,4.258504200946255,4.2942022749007185,2.89663543842531,4.097224414136175,4.6356715220164215,3.3524709129022203,4.28997221863231,4.3762758010060265,3.2246396068523073,4.614694382305777,4.576256739747887,3.020654158011766,3.530216695960593,2.9766979600201022,3.7539285016853925
200,2.9543048177940388,2.976643250637845,2.788967157542542,3.127039826006751,3.3265153830780414,3.4394609235858384,4.518196564012404,4.488983380346783,4.451994446254239,3.2127158365058577,3.836328524968525,4.939656117061492,3.7771162353426653,4.351309017983611,3.625254561432252,2.896117273403788,4.263578384152656,4.714394637325592,3.4575114783670826,4.2150337302868826,4.08803183945562,2.5266319466187586,4.338120291446593,4.322849705251099,2.8598237482080173,4.056185770469779,4.607638855843991,3.320675848750192,4.351865210109655,4.4136540705112814,3.1948397547694856,4.618502750144331,4.600422581606053,3.03019720195122,3.5385782307501907,2.986371818774422,3.8222047748534194
205,2.9791450381454774,2.9817229076628493,2.7915922532810926,3.135310247411269,3.3722402632100543,3.4232984671139346,4.5286168085804315,4.474912189698572,4.49849144561978,3.224062027188298,3.8810956521970725,4.964276843298014,3.876927394941214,4.389253060849121,3.6178934776329528,2.899018891096447,4.267664379330169,4.737364769026325,3.538546112268314,4.2197845151921145,4.160660530710377,2.535763696024922,4.407435165854152,4.380132933322127,2.827386893444574,4.049056716654949,4.54695423823614,3.3101718220739933,4.457660727466493,4.448645771111488,3.154705669001002,4.636442707360463,4.634712408446436,3.063948611140738,3.5272042619769346,2.9875109570565197,3.843827766436261
210,2.9935600565149105,2.993194423640526,2.794035950440657,3.1525382445407173,3.3638365428885986,3.4320688213794033,4.543291809894305,4.484909113198558,4.480631092929722,3.2495154475543147,3.9167698495876735,5.007653474351585,3.936588732880814,4.450619283309543,3.6589949884857695,2.8713275733389647,4.250019988199052,4.711308705644475,3.5713087128565504,4.237531159079352,4.193730247828832,2.536075808511805,4.462781784924535,4.411649876253616,2.828996764094405,4.053341114719806,4.498941879890293,3.311462721890534,4.5018757368146955,4.474900531183425,3.1590921775040663,4.679863282607476,4.671625329994641,3.1118549776235582,3.504640056058531,2.978996464110385,3.827748430661228
